StudentID,firstname,Median wage public,Median wage Private
1070,Adelle,10951,13692
1071,Krystle,11178,21279
1072,Karena,6696,10446
1073,Ira,12385,10865
1074,Shel,9432,16150
1075,Daphne,14243,21020
1076,Ezmeralda,11149,12872
1077,Quintina,8285,19928
1078,Belva,9544,21763
1079,Emma,14812,19112
1080,Berget,9814,10869
1081,Caressa,14200,11058
1082,Liana,12706,16512
1083,Monika,10420,21169
1084,Mignon,13344,10827
1085,Jacquetta,6547,20396
1086,Delilah,9305,21756
1087,Dorene,7228,17747
1088,Averyl,13652,15445
1089,Dede,6407,11224
1090,Alexine,12775,10156
1091,Kimberley,12239,13875
1092,Robinia,8596,16454
1093,Ida,12751,13566
1094,Gale,11762,10027
1095,Tabbatha,7919,18542
1096,Elise,7561,10299
1097,Sharlene,13503,10302
1098,Valeda,12280,11039
1099,Myrtice,8711,21151
1100,Lindie,12202,21364
1101,Dominga,11323,11314
1102,Imojean,13716,16943
1103,Marsiella,12404,12564
1104,Aeriela,11686,16767
1105,Corly,10033,18214
1106,Millie,11024,18248
1107,Jeanna,7255,16693
1108,Madeleine,12674,16117
1109,Flory,13585,11182
1110,Aeriela,13589,12602
1111,Britte,11273,10159
1112,Hyacinthe,13987,17256
1113,Kamilah,12541,14844
1114,Leona,7917,14875
1115,Elvira,14599,19421
1116,Dennie,14541,16710
1117,Hallie,9236,13915
1118,Charissa,10726,13362
1119,Averyl,12688,12528
1120,Sam,6070,20039
1121,Ilse,8900,13964
1122,Aimil,10221,16048
1123,Barbi,10977,19275
1124,Vita,8831,18838
1125,Dione,9479,14791
1126,Gui,9029,20056
1127,Laurene,13942,18106
1128,Aeriela,6742,20666
1129,Marita,13833,13057
1130,Marline,9002,18084
1131,Rhoda,11791,11360
1132,Sissy,10188,16706
1133,Alyda,9972,20425
1134,Rani,11860,18326
1135,Elka,6638,21791
1136,Annice,10446,17063
1137,Georgetta,8294,17618
1138,Dode,9567,19675
1139,Edith,7360,21925
1140,Ilse,14479,14136
1141,Rochette,8463,15646
1142,Ashlee,7062,18846
1143,Lanae,9904,16168
1144,Christy,9848,18147
1145,Dari,13763,15656
1146,Maryellen,11104,20397
1147,Agnese,9958,19283
1148,Lynde,7777,11832
1149,Devina,13230,17499
1150,Christal,11966,14847
1151,Louella,12692,12444
1152,Georgetta,10309,16783
1153,Althea,10381,13855
1154,Elie,13836,17348
1155,Talya,11068,10802
1156,Allis,10896,10530
1157,Gerianna,14792,18486
1158,Emilia,10705,14946
1159,Emelina,14452,18855
1160,Diena,13674,10132
1161,Lanae,14829,13410
1162,Marline,7468,10981
1163,Brana,8565,19326
1164,Kaja,13082,17491
1165,Korrie,7369,12578
1166,Jaclyn,6896,20530
1167,Anthia,14127,15044
1168,Marsiella,12448,13696
1169,Lelah,9251,14149
1170,Karly,11550,14885
1171,Lindie,11967,11765
1172,Verla,14403,12663
1173,Kirstin,14490,11254
1174,Celene,6971,15904
1175,Addia,13867,19129
1176,Reeba,13804,10098
1177,Cherilyn,10111,11429
1178,Lorenza,9192,17916
1179,Lorenza,12071,14401
1180,Melisent,11032,13645
1181,Teddie,10559,15820
1182,Aurelie,13811,11017
1183,Rayna,8550,19502
1184,Bobinette,7654,11062
1185,Gabriellia,12954,12714
1186,Daryl,11227,17489
1187,Janeczka,8550,18349
1188,Chere,14731,17757
1189,Flory,7509,16914
1190,Gwenneth,6791,21872
1191,Elyssa,6100,14237
1192,Justinn,7258,18120
1193,Edee,13366,16559
1194,Hope,9483,12034
1195,Nessie,13701,18530
1196,Gale,12198,17906
1197,Debee,9531,12213
1198,Hayley,11372,10652
1199,Ayn,13136,21894
1200,Valera,9290,11067
1201,Gianina,12952,15506
1202,Althea,8064,16754
1203,Wendi,12561,21570
1204,Florie,8529,20698
1205,Florie,6515,17803
1206,Ursulina,13204,15403
1207,Brena,10673,20994
1208,Tori,13538,19143
1209,Stevana,9496,21502
1210,Mureil,10044,10716
1211,Kate,11981,19585
1212,Maurene,8565,16287
1213,Diena,12158,14746
1214,Calla,11083,15531
1215,Rosanne,9558,20475
1216,Dione,6993,12358
1217,Dianemarie,8267,11830
1218,Sashenka,7438,10048
1219,Carol-Jean,6455,18181
1220,Ursulina,6675,16389
1221,Wynne,9384,16286
1222,Perry,11282,18379
1223,Wilma,14219,14583
1224,Trixi,8086,10916
1225,Dulcinea,14984,18448
1226,Frances,10820,11969
1227,Tressa,9673,21735
1228,Frieda,11158,10051
1229,Averyl,6225,21802
1230,Monika,14716,10366
1231,Blake,14727,17922
1232,Sheelagh,13312,14113
1233,Goldie,12979,16078
1234,Susan,11991,14381
1235,Christian,12269,19551
1236,Aurelie,14795,21151
1237,Suzette,12797,21894
1238,Katuscha,8317,20701
1239,Liana,11561,20499
1240,Norine,13530,20374
1241,Gale,14169,21698
1242,Jessy,7197,20787
1243,Estell,11297,15172
1244,Talya,8261,10791
1245,Jasmina,7247,11740
1246,Kore,9418,19669
1247,Charmaine,8413,17656
1248,Annabela,8492,20797
1249,Basia,6511,21806
1250,Ofilia,13225,10786
1251,Daphne,11775,21934
1252,Gwyneth,9143,21167
1253,Pollyanna,14230,14664
1254,Jessamyn,11923,14381
1255,Siana,8872,21527
1256,Louella,13576,16654
1257,Minda,9305,15990
1258,Nannie,7402,18238
1259,Aurelie,9435,13595
1260,Lauryn,13420,10863
1261,Alleen,12724,11872
1262,Valera,8586,21096
1263,Asia,10753,18182
1264,Tobe,6645,16428
1265,Demetris,12343,21636
1266,Meghann,13130,19677
1267,Merry,9334,21011
1268,Brena,6277,10125
1269,Doro,12616,12246
1270,Robinia,11921,15267
1271,Alyssa,13619,20722
1272,Aryn,12840,20180
1273,Romona,6521,18173
1274,Perry,10975,18224
1275,Chloris,10414,17609
1276,Sissy,8528,11807
1277,Fredericka,6496,17425
1278,Amalie,10076,19934
1279,Anica,14643,13133
1280,Madalyn,8135,19076
1281,Tonia,9104,18570
1282,Edyth,11685,17355
1283,Dawn,10286,12556
1284,Chrystel,13232,13534
1285,Coral,13018,12333
1286,Ashlee,13619,11762
1287,Amii,11922,21503
1288,Sarette,13944,11631
1289,Annaliese,10062,14462
1290,Heida,10741,10749
1291,Asia,12913,20801
1292,Eolanda,14037,17866
1293,Dacia,7248,10602
1294,Alameda,12855,19072
1295,Merle,14159,12405
1296,Lita,14558,15952
1297,Harrietta,11463,20666
1298,Valli,14647,13439
1299,Marylou,14764,18656
1300,Cam,13864,11655
1301,Hope,11246,13948
1302,Brana,10218,17551
1303,Philis,11538,10156
1304,Marylou,6970,18927
1305,Drucie,12994,19171
1306,Emma,6601,16118
1307,Monika,6214,21129
1308,Shannah,12694,21017
1309,Rosaline,7774,21711
1310,Katleen,14675,21992
1311,Katharina,11813,11543
1312,Renie,8078,16874
1313,Chere,10482,12714
1314,Elora,8347,13177
1315,Cherilyn,11418,10683
1316,Annaliese,10918,12585
1317,Angelique,8972,17953
1318,Daryl,10695,15853
1319,Lisette,13228,12013
1320,Shel,7035,15005
1321,Feliza,12981,20346
1322,Bobinette,8870,21570
1323,Flory,7913,18586
1324,Ilse,7377,19191
1325,Jessamyn,10678,21574
1326,Catrina,13166,12995
1327,Glynnis,6366,14359
1328,Olivette,9158,10575
1329,Nataline,10864,13900
1330,Alisha,10115,10288
1331,Dyann,10387,11766
1332,Ericka,8213,20264
1333,Clementine,14706,13087
1334,Roseline,7128,18295
1335,Celisse,13742,16998
1336,Marsiella,13508,21744
1337,Dagmar,6786,21466
1338,Meriel,8960,14449
1339,Calla,8926,10060
1340,Carmencita,9763,19011
1341,Deane,13073,11529
1342,Wileen,7512,14593
1343,Lenna,9980,18984
1344,Alyssa,10326,15875
1345,Wanda,10372,16800
1346,Belva,8107,12155
1347,Rosene,11498,14446
1348,Selma,6952,21104
1349,Melodie,7318,16670
1350,Tracey,7765,12474
1351,Heddie,10061,17779
1352,Fred,9083,15700
1353,Ezmeralda,8387,15913
1354,Glynnis,10314,20222
1355,Sonni,9974,12015
1356,Jere,8593,14901
1357,Ilse,10991,20288
1358,Korrie,13082,13326
1359,Joane,10344,13229
1360,Darlleen,11372,14452
1361,Stacey,14447,12997
1362,Lindie,13887,20654
1363,Deedee,9162,15227
1364,Renae,11795,18320
1365,Charissa,12060,19464
1366,Molli,7978,16924
1367,Ana,10683,14739
1368,Anallese,13892,13770
1369,Teriann,10636,10392
1370,Henriette,8448,20763
1371,Catharine,11270,15919
1372,Elena,6539,20184
1373,Bibby,12738,19375
1374,Kore,7200,16286
1375,Estell,8346,10333
1376,Elie,9635,14516
1377,Tera,14905,17277
1378,Kittie,14274,16294
1379,Rani,6132,20764
1380,Dulce,13095,17564
1381,Shauna,14257,20988
1382,Mariele,12933,17301
1383,Elena,7756,11593
1384,Dagmar,8002,10742
1385,Jenda,9508,18115
1386,Jordan,7133,12122
1387,Hollie,10218,11295
1388,Sibella,10071,13681
1389,Annora,9423,10091
1390,Codie,10632,17146
1391,Cassondra,14677,16825
1392,Diena,14209,13693
1393,Dania,14115,12337
1394,Eadie,7409,19312
1395,Bertine,8541,16801
1396,Briney,6566,21979
1397,Amelia,11131,19130
1398,Gilligan,9578,13932
1399,Tami,11355,11450
1400,Olivette,11716,21458
1401,Dari,7464,15909
1402,Calla,7155,11422
1403,Ivett,6128,14416
1404,Carmela,6964,17182
1405,Hope,12696,10978
1406,Andree,9316,12275
1407,Susan,12195,21176
1408,Thalia,6872,15433
1409,Fanchon,14471,21067
1410,Nariko,11785,16033
1411,Benita,13169,16659
1412,Tera,10243,16013
1413,Laurene,14595,12985
1414,Lulita,7075,21180
1415,Nikki,12169,18476
1416,Dorene,13766,16861
1417,Alex,7286,17383
1418,Sallie,8955,18116
1419,Jeanna,11020,19905
1420,Tobe,12745,19436
1421,Philis,13165,11929
1422,Ariela,12890,14167
1423,Orelia,7054,18042
1424,Ermengarde,10000,19419
1425,Julieta,7835,14058
1426,Emylee,14250,10526
1427,Meghann,14543,10861
1428,Lita,11426,15169
1429,Hettie,13216,17181
1430,Lisette,12789,21202
1431,Lynde,9522,15969
1432,Katleen,13282,12501
1433,Celestyna,13498,18282
1434,Briney,6971,18982
1435,Mathilda,11564,13619
1436,Lizzie,6825,20514
1437,Fanny,8222,17617
1438,Winifred,13913,19212
1439,Cassondra,9394,13691
1440,Winifred,8003,21077
1441,Darlleen,11118,19995
1442,Keelia,12375,15312
1443,Hollie,7514,10348
1444,Mildrid,12077,18038
1445,Estell,12474,20085
1446,Roberta,12979,10195
1447,Lucy,14065,19369
1448,Nanete,6380,21054
1449,Flory,9400,14311
1450,Doro,14481,11289
1451,Suzette,8479,13679
1452,Evita,13552,15717
1453,Philis,13256,11120
1454,Letizia,11922,13759
1455,Marline,9449,21038
1456,Lesly,13279,21322
1457,Dale,12742,15290
1458,Cassondra,14637,11695
1459,Viki,12103,20513
1460,Hermione,10921,11082
1461,Alie,11446,19825
1462,Ermengarde,9984,20455
1463,Shandie,7469,15106
1464,Lynde,12035,20819
1465,Ileana,10999,18619
1466,Aurelie,12658,17607
1467,Beatriz,7065,15823
1468,Shel,12304,16981
1469,Stephanie,9203,21223
1470,Mathilda,6495,10936
1471,Tonia,11729,10891
1472,Devina,12670,20075
1473,Ethel,7743,19730
1474,Dolli,8673,17295
1475,Theodora,11247,21073
1476,Blinni,9341,14574
1477,Fidelia,13562,16566
1478,Fredericka,11849,18513
1479,Alexine,14521,16086
1480,Dotty,10354,12945
1481,Shauna,9471,18987
1482,Corina,6633,12827
1483,Merle,8042,16589
1484,Georgina,13809,14736
1485,Chastity,6190,16826
1486,Ann-Marie,7950,11417
1487,Aigneis,12603,20145
1488,Jillayne,9514,19927
1489,Corina,10382,15858
1490,Lucille,9299,14260
1491,Aaren,7463,12006
1492,Marika,8539,21057
1493,Chloris,10033,13099
1494,Beatriz,8787,18822
1495,Shell,13580,20919
1496,Malina,8187,15872
1497,Janey,9660,11589
1498,Lindie,12282,12132
1499,Chickie,10248,20898
1500,Tarra,12277,14463
1501,Zaria,11890,19654
1502,Cacilie,14255,14761
1503,Gabriellia,9905,17855
1504,Hyacinthe,9877,16453
1505,Angelique,14304,17390
1506,Belinda,7996,14640
1507,Sashenka,6120,20540
1508,Krystle,14324,10321
1509,Keelia,9056,10722
1510,Kittie,6685,13869
1511,Gianina,10031,19087
1512,Noelle,9519,14722
1513,Maud,11187,11484
1514,Abbie,11952,19536
1515,Betta,11747,21805
1516,Sheelagh,12391,19180
1517,Johna,11589,10224
1518,Winny,12738,14446
1519,Glenda,9273,19296
1520,Mamie,10567,13372
1521,Winny,14069,19433
1522,Vere,7733,17004
1523,Renae,8481,14650
1524,Addia,10617,15663
1525,Mathilda,14746,20730
1526,Katleen,7360,20165
1527,Ernesta,13756,12859
1528,Tierney,11543,18380
1529,Imojean,7298,14883
1530,Evaleen,14307,13444
1531,Shaylyn,11138,17059
1532,Liana,6102,14051
1533,Annabela,12794,17846
1534,Jenda,7523,13246
1535,Krystle,9583,11469
1536,Christian,13904,15235
1537,Ofilia,14460,15454
1538,Jacenta,12546,12419
1539,Janis,9121,14792
1540,Nataline,14644,14260
1541,Madeleine,13622,18517
1542,Selma,13109,17291
1543,Annora,12386,20920
1544,Mariann,7948,13225
1545,Merry,8646,10699
1546,Thalia,7804,18957
1547,Sophia,10003,12817
1548,Dede,13976,18998
1549,Sara-Ann,14683,17689
1550,Desirae,8830,13501
1551,Dotty,9924,20633
1552,Tomasina,6133,16537
1553,Alie,10812,17252
1554,Corene,10439,17642
1555,Merle,14241,17137
1556,Carmencita,7149,10390
1557,Vinita,14867,10749
1558,Kimberley,11913,19382
1559,Ira,14538,19689
1560,Stacey,8673,13091
1561,Bill,9846,10539
1562,Mary,7268,21845
1563,Almeta,12004,16925
1564,Camile,11107,10122
1565,Tori,9832,14834
1566,Gilligan,12436,17856
1567,Consuela,7018,16605
1568,Robbi,12613,14878
1569,Renae,8103,12232
1570,Quintina,8274,17770
1571,Mireielle,9930,13340
1572,Kellen,11264,16654
1573,Candy,10542,18871
1574,Fred,13613,16648
1575,Judy,10275,11571
1576,Carol-Jean,7888,18569
1577,Dianemarie,8739,18854
1578,Celestyna,8775,19126
1579,Brietta,14055,17839
1580,Ulrike,13132,11309
1581,Pearline,12062,21801
1582,Max,13400,16764
1583,Chere,13855,21408
1584,Justinn,14107,21443
1585,Gwenneth,11909,17986
1586,Katuscha,11974,12476
1587,Consuela,9559,19253
1588,Sue,12137,17375
1589,Corly,13873,14375
1590,Daune,14158,20158
1591,Lusa,7619,19032
1592,Lolita,6494,15862
1593,Clarice,8336,14570
1594,Nicoli,8995,17930
1595,Alia,9961,12610
1596,Amii,14624,17944
1597,Roz,9847,19063
1598,Madalyn,13475,20639
1599,Rhea,7662,12830
1600,Fayre,9581,19287
1601,Nicoli,11003,17225
1602,Alexine,7057,12228
1603,Lory,7525,19609
1604,Binny,13970,16217
1605,Liana,7278,21800
1606,Marleah,13321,15524
1607,Belva,8263,13421
1608,Libbie,14407,14823
1609,Rayna,6763,13283
1610,Mireielle,7580,21277
1611,Violet,6090,17632
1612,Lonnie,12362,12510
1613,Eugine,9246,16616
1614,Xylina,9015,11342
1615,Talya,6505,10930
1616,Jere,6102,18982
1617,Alexine,6048,20236
1618,Concettina,14861,20339
1619,Jillayne,14471,12395
1620,Lesly,7396,20409
1621,Lacie,14439,21296
1622,Audrie,12222,19173
1623,Tersina,8026,14959
1624,Sallie,10435,13881
1625,Ursulina,6166,19944
1626,Gilligan,12742,13558
1627,Rani,8372,11081
1628,Celestyna,11366,17981
1629,Annice,9172,14013
1630,Elsie,9184,14455
1631,Arlena,14697,17721
1632,Tami,11601,14544
1633,Janis,8112,18886
1634,Cassondra,12667,17170
1635,Ilse,7698,21614
1636,Ericka,10953,19417
1637,Orsola,8848,20277
1638,Bernie,9269,17838
1639,Yolane,14076,19091
1640,Jillayne,13400,11566
1641,Tobe,8002,13673
1642,Jsandye,9565,20048
1643,Phedra,11825,10135
1644,Calla,9634,16746
1645,Sarette,7377,20919
1646,Clarice,8447,16416
1647,Coral,11945,18687
1648,Charmaine,8157,16107
1649,Patricia,12233,15272
1650,Fayre,11899,14138
1651,Jere,13247,17275
1652,Christy,10575,15013
1653,Jordan,7622,18768
1654,Ada,9459,19844
1655,Jillayne,12567,16459
1656,Meg,14236,10383
1657,Queenie,9595,12457
1658,Ermengarde,13639,18155
1659,Betta,10925,10169
1660,Georgetta,12565,20226
1661,Tarra,13365,17970
1662,Lita,8627,12785
1663,Jillayne,8788,10066
1664,Tabbatha,13495,13505
1665,Felice,13405,20769
1666,Mariann,7323,15007
1667,Devina,11752,16138
1668,Stacey,6917,21345
1669,Blake,11667,11617
1670,Natka,6414,20357
1671,Eve,10655,10968
1672,Frank,6555,14920
1673,Shandie,8437,13446
1674,Dione,14201,19891
1675,Jenda,12245,16692
1676,Maye,11575,17675
1677,Pierette,10193,18907
1678,Ericka,11483,16355
1679,Angelique,6638,13143
1680,Ayn,14588,13613
1681,Genevra,10390,20528
1682,Odessa,8347,21133
1683,Sonni,9534,14311
1684,Larine,10278,20139
1685,Mariele,12015,11281
1686,Vevay,11385,19736
1687,Concettina,9028,18255
1688,Lucille,11233,18977
1689,Catrina,14657,17776
1690,Allis,9060,20874
1691,Jinny,6338,18073
1692,Celisse,13263,19172
1693,Marcelline,10320,16107
1694,Nariko,7864,11669
1695,Shell,14178,15619
1696,Fernande,13672,19770
1697,Patricia,13904,19700
1698,Althea,6871,19675
1699,Wileen,7522,11116
1700,Tracey,11110,20626
1701,Adelle,14566,11132
1702,Winny,14865,10477
1703,Ethel,9776,16228
1704,Feliza,6943,16550
1705,Tobe,6753,16171
1706,Tobe,6562,19381
1707,Verla,14801,11619
1708,Celisse,7781,19178
1709,Barbara,11779,14851
1710,Danny,6594,12722
1711,Silvana,12510,15810
1712,Brena,7396,15413
1713,Alyda,7648,14640
1714,Renie,11874,15772
1715,Augustine,13803,19561
1716,Fawne,14007,13175
1717,Sharlene,11845,18441
1718,Elena,8103,12570
1719,Meg,12364,18433
1720,Tina,7908,12990
1721,Belinda,13057,19424
1722,Alameda,13520,21116
1723,Layla,13229,13831
1724,Lorenza,7831,21823
1725,Jere,10678,20425
1726,Tilly,12222,13188
1727,Linzy,10260,12975
1728,Robinia,9317,18251
1729,Carol-Jean,12650,19182
1730,Daryl,7184,18120
1731,Lisette,9798,15445
1732,Lynea,8238,17272
1733,Mireielle,12948,14306
1734,Ardeen,14420,12931
1735,Kellen,8943,12106
1736,Leona,8411,17718
1737,Chrystel,12737,21080
1738,Rhea,13022,19889
1739,Justinn,14338,11142
1740,Lusa,7067,14949
1741,Chickie,11374,17310
1742,Aurelie,7446,11899
1743,Phylis,13058,10718
1744,Oona,9137,15989
1745,Maryellen,11529,18769
1746,Joleen,14950,17316
1747,Ethel,6272,10695
1748,Annora,9362,10272
1749,Vonny,8352,19062
1750,Sheree,6556,17527
1751,Christian,9761,12378
1752,Tomasina,9980,14551
1753,Althea,12107,15873
1754,Shaylyn,9886,21686
1755,Carlie,9068,12859
1756,Bobinette,6263,20417
1757,Cathyleen,11796,14785
1758,Letizia,8427,12670
1759,Berget,9710,21541
1760,Arlena,12570,14220
1761,Di,12493,16354
1762,Stephanie,12639,15730
1763,Betta,12010,17200
1764,Gretal,13796,21885
1765,Rayna,11114,16109
1766,Ulrike,10174,21648
1767,Ofilia,10569,20994
1768,Brynna,10264,18354
1769,Karena,9169,12510
1770,Adele,10437,12177
1771,Karolina,7121,20962
1772,Margarette,10453,14878
1773,Aubrie,13338,20363
1774,Beverley,7518,16730
1775,Rosanne,8009,16539
1776,Linzy,11288,20633
1777,Ernesta,11311,13184
1778,Deirdre,12383,12462
1779,Wanda,8076,16070
1780,Gertrud,10385,14039
1781,Kylynn,8748,12323
1782,Danika,13141,10405
1783,Jerry,14220,20521
1784,Florencia,6402,17968
1785,Carlie,8683,10197
1786,Cecile,11309,13193
1787,June,11188,20741
1788,Gretal,6432,21232
1789,Elmira,10199,14718
1790,Verla,9789,12505
1791,Glenda,9145,13921
1792,Rosabelle,12239,17212
1793,Hettie,10676,16181
1794,Shel,6517,14894
1795,Dennie,8561,21872
1796,Xylina,9647,18207
1797,Sheelagh,6402,21613
1798,Gloria,6644,19795
1799,Ellette,13428,18338
1800,Lolita,6951,19093
1801,Jenilee,6671,12649
1802,Mady,8017,16906
1803,Arlina,9683,11641
1804,Elvira,6750,21207
1805,Courtnay,12971,10339
1806,Nariko,8833,20010
1807,Mireielle,14015,14650
1808,Emelina,9782,11061
1809,Nyssa,9755,18668
1810,Riannon,10011,15627
1811,Calla,13679,10753
1812,Teriann,12869,11981
1813,Elena,14641,10312
1814,Chandra,10455,13323
1815,Augustine,7850,21601
1816,Rosabelle,10817,11400
1817,Hettie,10153,18488
1818,Drucie,6288,13708
1819,Korrie,10933,19428
1820,Dennie,10581,19747
1821,Shandie,14730,18479
1822,Sharlene,7537,11433
1823,Sue,10076,15939
1824,Tressa,11662,14112
1825,Kristina,7804,10999
1826,Andree,8575,14498
1827,Lolita,10135,12979
1828,Zsa Zsa,8200,12742
1829,Addia,7517,13792
1830,Roxane,6358,17558
1831,Marguerite,14782,12661
1832,Shaine,11435,19820
1833,Millie,10984,19152
1834,Rori,10985,21733
1835,Rebeca,8624,12998
1836,Halette,7198,18895
1837,Stephanie,14802,11609
1838,Dennie,10801,20367
1839,Marika,14887,20060
1840,Gwenneth,10243,16344
1841,Fanchon,10824,21648
1842,Fawne,11001,10659
1843,Aryn,14891,12962
1844,Hettie,9442,16380
1845,Winifred,6529,11615
1846,Dacia,14317,14153
1847,Kristina,9030,20086
1848,Heida,10648,20522
1849,Wendi,12004,16532
1850,Nonnah,6841,12474
1851,Krystle,8501,20803
1852,Stacey,6004,14132
1853,Jordan,10353,13672
1854,Courtnay,14946,12985
1855,Rayna,9768,17682
1856,Letizia,12037,12584
1857,Hayley,10669,10423
1858,Elsie,9202,19426
1859,Latisha,11282,18487
1860,Tarra,12696,17963
1861,Kerrin,6575,13498
1862,Frank,10411,19805
1863,Cecile,14488,18843
1864,Silvana,11975,12370
